user_id,item_list
1209, 4620  6088 21854  9284 15327  2868 22646 23127  2432  3983
1210,  477  7967  4055 15562 20829 12235 13427  7436 24503 25582
1211,24052 16770 25679 14721  5533 20204 20174 25592 12466 20983
1212,25407  9733  9322  2426 10594 10792 13711 17156  8316  8037
1213,18540 14965 25798 23154  1738 22749  1674  6734 22848  4843
1214,  974 23433 17512 19775 13652  3829 12601 15451 19852 12142
1215,16630 22445  8894 22121 20095  7063 13928 22464 19089  2665
1216, 3948   929 16035 11119  3929  5904 25893  5788 17478 17405
1217, 4055 18230   867  1051 15463 19213  3176 17306  7960  3318
1218,20321  2802   457 19990 12723 10461  7032 18031  7349 17079
1219,20835 10269 13789  5905 25675  3456  9438  9118 14296 22174
1220, 8544 22359  7885 13074  9050  1639  2996  6926  6599 11384
1221,19781 23457  2300  2333 13541  4620 24908 15145 25491  7960
1222,15795  7363 13315  2888 19340  7177  2485 16397 14328  6981
1223, 2426 21042  6327 15691 21395 22731  9555 23154 10120 23141
1224, 8251 10665   599  8379 11730 21866 19047 19393 15998 17106
1225,21111 16919 14189  5847 16987  8214 13652  4108  5574 11467
1226, 8251 11730  7601 19910  3169   454 15327 18114 13352  9339
1227,16849  1876  9438  9345  5119  1888  3951 13661 11681 16295
1228,11383  7312  8912  7368 19489 23886 24189 11645 19857 23987
1229,21552  8544 19089 14023 20148 18984 20496 21583   364  8251
1230, 4620  5717 18190 23536 15459  6088  2333 23711 23457 11764
1231, 8062  5718 17976 23280 16717 22106 14727  9398 24735  1143
1232,24358 17012 11181  1714  3848 24069 20948 18697  2176  6982
1233,23457  5717 24756 11792  7274 13764  2432 18528  2300  3599
1234,10269 25675  9438 12061  9851 22554  5942 10786 23799 21108
1235,23923  7407 19094  2996  2196 21044 10036 21859  5463 24340
1236, 3912  4555   516  5726 10840 22716 22156 25922 25675 21762
1237,22554 25675 25353 24075 22750  5407 12742 13427 19990 14593
1238,15402 17418  7045 23902 16991 24361 11096 10076 24355  9229
1239, 9591 13541 21552 12801  6088 14385  4966  1960 18122  8560
1240,19114  5717  4620 23457 11792 16189 13541 24561  9284 20750
1241,16560  8151 13384 11736 17951 16127 22012 22801 10266  7267
1242,17637  2841  8395  2459 25162 12037 24808  6652  5078  6163
1243,23154 10594  1436  1583 25407  2426 17156  9322 23001  5607
1244,24075 25675 10269 22554  5942 15564 18293 10786 19401 12061
1245,22121  2002 11352 20973 18431 16577 13261 11169 25827 18544
1246,15413 15006 23256 12770 21527 14019  1426 12499 11706 22604
1247,23154  2426 25407  6734  1583 10834  9555 22848 17156   424
1248,24459  4838 21163 24896  8544  3925 21048 11384  1897 22212
1249,24898 17991 24117 13227 19199  2729 23034 13396 24478 15939
1250,18106  5815  7426 17586 18515 21986 12271 25741 13388 16309
1251,21504  3269  8825 23783 16048 21428 17643  9717 20071 13251
1252,11907 23228 22514  1115 23024  7862 17182  4736   515 23685
1253,18019  4948 17550  3465 18562 21666 13713  8440 21196   695
1254,10120 21712 16381 15331  3908 15666 22433 13705 10329  7858
1255, 1863  4966 23536  2868 21552  6781 21464  2333 13541  9591
1256, 2426 15691 10834 23154  1583 10594  7991  8990 12818 18392
1257,11433  6250  8488 25250 15832  5998 18612 24403 11770  8296
1258, 6239  5207  5562 19480 21527 19398 11706 24658 23628  3059
1259, 8097 17819 25407  8990  1577  9301  8322 22517 15150 20146
1260,18190  5717 13541 12341  9284 23536 15335  7274 23711   921
1261, 8544 24621 15906 18347 17322  9368 21552 22181 20496  7639
1262, 7489  6691 22917  4280 20308 24197 10073 12182 17209 10527
1263,10954  2002 24740 16208  2426 19603   683 17594  4342 15691
1264,13225 11362 25624 21206   699  7539 18282 17143 25872 15934
1265, 9620  1992 12844  7699   983 10640 16844 22047  3905  1061
1266,24929  4703 11824 16765 16597  8787 20438  4846  8328 19739
1267,20586  5859  2245 18351  8964 16985  6426 11356  2697  9732
1268,17465 23424 10301 19401 25675  7202 21228 19564 15877 12755
1269, 5899 22801 13870 20330 14182 17951 21857  9913 24424 11533
1270, 3908  9673 15187  1436 13934 23154 25407  1500  8611 23158
1271,24075  9438 25675  5942  7753 19089 10094 10537 12061  8580
1272, 9591 12801 18122 21552 14385  8920  6088 22457  8560 22645
1273,17216 19933 24631 18415 18201  4341 11792  4505 14746 19360
1274,20104  8578 23155 16671 21943  9769 11536 24292  5479   806
1275,17642 12339  8032  5361  4201 16903 21297 13619 15288 16279
1276, 5717  2333 13541 14373 23711 11792 23536 15459 21854 12341
1277, 5032  8709 20404  9662 13609  6689 22548 20333 23328 19426
1278,24075  9438 22554 25071 18293 10269 23711  8811  7202 19564
1279,11871  2825 23184  4790  7527 13911 15064 24200 10747 17843
1280,18540  3931 21800 16624 18728 22329  8994 25329 14077 21443
1281,12381  9294 21409 19567 16726  9063  1702  4184  3579  7053
1282,22075  7144 25083  5027  7568   658  5150  5272  4118  4654
1283, 2713 19982  7437 14743  8141  4397 20359  4384 10699 18245
1284, 6088 13541  9386 12293 15459  9591 23536 13009  2333 10789
1285, 4939  4856 15950 24376 21627  4139  4877 17311  7033  7454
1286,10659 24484 14512  5686  8988  3818 23071 14513 23198 11397
1287,16535 20941 11848  8529 10294  7877  7012 17717 11468 17541
1288, 4209  8544 20304 12102  6599 18150   141  7883  2332  4051
1289, 1863  1947  7266  5468  4100  8560  1960  4940 22845 17820
1290, 9180  6828 20252 11061 24890 20404 12343  4945 24639 11717
1291,19874 24355 18419 20308 15363  7883 22653 17668 11737  5581
1292,18190 13541 19114 15327 10786 12056 23457   454  6088 18528
1293, 7553 25675 12684 25071  3551   882  9551 20496  6848 17514
1294,13020  8446 19857 11645  3188 20325 14402 22909  3536 11969
1295,25407 22121 16758 25044  1583  2426  9555  3479 15691 18949
1296, 6899 16077 20320 14036 22126  8095 23175  2258 15496 17418
1297,20321 15369 13509  2738 13692 18429  6494 19693 22500 19128
1298,13885 10418  5467  4417 10865 19874   303 24663 15828  9008
1299,22932  8423 16891 15844 20524 24881 24059 10073 24156   881
1300, 6333 19697 20833 11961 12915 24681 14254  4382 13728 14526
1301, 8251   829  9558 15143 11129 15679 18619 25713  1852 24417
1302, 4502 24355 19874 18419 20308  3201 16223 17923 11133  4485
1303, 4502  9438 10269 19874 17130 25675 18419 20308 20553  2501
1305,19114  5717 13541  6088 23457 23127  8920  9243 23207 21859
1306,10269 25675  9438 19089 12061  9851 21027 22554 10786  5942
1307,14684 22653 24355 20308  5581  7883 18419 10418  4257 17668
1308, 3037 15985 13993  9118 11269  5032 24556  9662 23328  1421
1309,15825  2671  5084  2746 23117 13497  9106 10342  8797 16159
1310,19079 11987 11968  3469 13764  2641  8306  8043  4125 13837
1311, 1672  8847 19238  2469 11282  6911  2850 12390 10849 13420
1312,13345 17836  4305  2151 22484 21068  9446  6327 24994 11160
1313,  692  3552 24093 10810  6517  9851 19756 24150  2509 24493
1314,20308 19436  3877 14684  4267 10396 18523 16241 23875 12722
1315,18404 10592    44 23426 11748 17860 20800 24677 11959 25675
1316,24355  4502 22133  9924 14684 20553  8709  8569 10418 25013
1317,25693  2028 14462  3314 21731 21763  9653 24707  9353  2187
1318,18984 16630 22445 16651 25873  8894 22464  1068 20095 19525
1319,13663 22801  2761 24404  9913  4114  3088  8360  8147 17907
1320, 3905  1097 20967   378 11369 13686 21229 21492  3807  9112
1321, 7063  2236 11348  8457  7325  3570  8894  1358 15165 12982
1322,12413 19874 23502 21354  8268 24355 18716 16241  1258 18466
1323,10794  1492  4157 15870 21081 12983 12459 10747 17586  1067
1324, 2426  6327 23154 15691 23022 12638 10594  8065   194  1583
1325,25675 24075  9438 12061 10786 12923 14595  3803  1842   561
1326,15325 24579  5474 16366  6709   932 21236 11357 14253  4289
1327,20321 16969 21114  3894 15318 21037  8249  2243  2556 19401
1328, 9727 25905 22899  5676 19404 18564 24627 17159  9243  9134
1329, 6674 16112 20401 21717  9282  5746 21988 10384 22300 13764
1330,18344 10565  7346 12028  6063 16975 18039  2605  3267 25736
1331,20146 12119  1072 19089  8431 17723 18131 11900 23600 12409
1332,10792 18452 18392 25407  3630  2426 22848 11533 23154 10345
1333, 6239  5464 20839 18160  6088 13062  5562 14609 23813 15975
1334, 9209 17305 11268  1998  7980  5768  4932 16981 19250 18249
1335,24216  7489 22828  3163 21163 14287 25252  6431  9777 14576
1336,22128 22750  4257 22554 25675  6294 25046   466  9684  6632
1337, 2841 24808 22011  8893 25771 14286  7568 21958 11643 15234
1338, 6933 25846  1391 21281  6566 20964 25501 18196  9591  3286
1339, 2501  8666 22801  3832  5952  3991  7545 13870 20553 25596
1340,21252 15683 23602 12659 25036 19446 16232  2953 21298  8762
1341,14235 16897 19146  9760 12466  8204 19089  7494 23255 22483
1342,24075 12436 18364 15038  4502 19874  5210 24355 17010 17066
1343,14684 24355 18512 22653 20308 19874  2501  6612 21085  4257
1344, 6790 16446 16221 14769 15903 20924 21595 13403  9977 25607
1345,11892 24010 20206  1641 18887  7612 21084 20143   155  8089
1346,24093 24484  8304 18122 17284  8978 18569  8064 14562  5750
1347,14684 16538  4502  1708 17643   359 22653 19874 19730 17668
1348,25044 13703 22592  3382 25694  4649 23906  9992 25480 14354
1349,12158   919 13424 22758  8558 17954 17423  7662  8396  2393
1350,11061 20252 16555 24639 12343  4854 19824 14930 14766   535
1351,25675  7494 12061 19089 15564 10786  9851 23799 13118 18293
1352,13424  5905 13789   557  2760 13182 11940 10540 21051 21321
1353,25675 12061 18293  9851 18804  4241  3803 24075   773 13902
1354, 5044 25757  5942  7806   159   483 15963   868 16044 13985
1355,10594 17156 10792 17249  9322 25407 23154   861   624  2426
1356,23154 25407  2426  6734 10594  1583  6708  6878 13138 25430
1357,12061  8544 20496 24075 10786  4279 23711  9029 14255  4620
1358,14456  6923 20496 10239 15830 23540 12948 23397 22134  1411
1359,21716 21512 11658  7494 16630 19089 13895 23481 17723  2525
1360, 9438 12558 25675  5942 12061 13118 10786 24830 22554  8538
1361, 1282 18605 17160 14480 10853 19103  9992 15271  6319  4649
1362,24991 14684 10491 15589  5082  3825 23306  5185 24355  4502
1363,11987  3348  2641  9282   562 12379 19781 18146  3469 16112
1364,20321 12405 11137  2356  4487  7117   203 22500  1739   376
1365,13541  4620  2333 23536 23457 11792  2300 18190 24756 23711
1366,25407  9438 22554 15903 15691 10397  9092  9555 22075   532
1367,15903 17013  2001  4871  4390  6125 21021 23584  2596  8958
1368,18317  6198 16282 18941 18984  7736 20095  7908 13928 23600
1369, 7494 24753 24075  1110 19089 25407  9438 18995 13701 10269
1370,13433  1712 11226 10026 23850  4115 25909  7599  5756 11388
1371,15691  2426 23154 10834  1583 10594  7991 12818  5044 10981
1372,24005 11441  5717 13237 18190  4620 11764  4702 13541  8686
1373,25749  9243  4055 22872 18380  1863 11521 21854  9591 14385
1374, 4150 15144 22196 14253 19485 10243  9418  4825 11270 23109
1375,15573  9520 11623 20857  4738 19007  8660  4065 16734 11055
1376,10943 18640  1379 10873  4124  7914 21669  9281 18295 21353
1377,19089  7494 19480  2533 11658 20095 16630 20735  5522 23369
1378,10269  9438 22554 12061 10786  9851 18293  5942 25260 15242
1379, 4502 24355  5078 18419  8395  4257 20553 18512 10418 20345
1380,24075 12061  9851 23711 11792  4620  2333  9029 13541 18190
1381, 6553  5783    51 24075 12287 13558 24664 14923  5590  7758
1382, 7732 10073 24330 10856 15589  6691 22674 24559 22218 17726
1383, 2888   202 23468 10162 10075 25669  2877 17300 20969  7063
1384,19480  8544 20807  1863  8538 23791 21030 20496 13797 19089
1385, 7908  7063 13928 19089 16753 22121 20456 11460 14721  2236
1386,20817   509  6620 12856  2471  6197  2797 15616 17378  7564
1387, 6539  9614 25063 10175 11775   868 15052 15810 25392  2475
1388, 9591  4100 17820 13751 12061 24093 25846  9910  8560 24484
1389,12409 16630 19525 20146  2665 11658 17723 23600 25873 20095
1390,14253 11357  5330  1804  3572 24808  1373 14634 13867 15993
1391,22862 11253 19560 17322 20368 19532 21052  2111 19189  1714
1392, 9095 23713  4651 19002 19626  2227 25649 17499  1002 10468
1393,11362  1993 10275 13849  9672 25624 11656 14434 22967 23566
1394, 7494 20095 12409 16630 17723  8894  5044  2665 14291 22121
1395,12466 22121 13294  8894 16651 18317 20095 22948 13944 20146
1396,23536 13541 22646  2868 23711 10450  3983 14373  5717 18190
1397, 3497 11295  5044  5930 25407 24828 23365 15691 21042 25596
1398,25407  7727  2426  9555  8704 23154 22372 12818 23281 16632
1399,18293 24075 14595  3803  7202 17465  4512  9438 22750   561
1400,10594 15691  9555 10834  6734  7991 17156 12818  6327 23141
1401,11533 19875  3737 15169  7698   349  7175 13752 25407 18174
1402,23245 13370  5752 10647  1891 10532 14593 23514 16649  7258
1403, 7553 21413 22499  4296 17860 13225 22544 25675 18939 18362
1404,14684 15363 19874  5581 22653 10418 11832 18419 11737 22772
1405, 5083 17863  5927 10464 21961 23853 25792 18800   598  6505
1406,17622 17766  1578 10404  3686 18836  5555 19908 23673 20179
1407,17517 15903 15636 25407 13763 23154  7426  8229 11871 21619
1408,12409 19709  2665 17723 16630  7494 20146 11618 19480 20095
1409, 5078 25957   359 17317  8395 25302 17401 16324  5017 20766
1410, 7030 24093 20919 18630 13954 24484 15764 15241  9747  8049
1411,19089 12409 18984 16630 20146  3570  1171  7494 19480 19709
1412, 4341 24594  6264 13814  6950  6539  4289   292 25072 23958
1413,19089 20146 12119 12409 17723 20095 23600 18984  8894 19480
1414,19089 16630  2665  7494 23481 20095 23600 25873 18984 19480
1415, 6088 13541  5717  2333 23536  4620 11792 21854 23711  9337
1416,18060 18859 24475 14354  8896 18499  5295 16712 19158 19677
1417,14684  8395  2835 20345  2459  4502 20308 20553 19344 22485
1418,18655  7642  4147 11684 14078  5469 14141  8986 17613 17026
1419,23245 23493  6759 15953 12308 16957  4812  9564  1876  4161
1420,12087 19053 22743 14654 12427 19779 11216 14812  8746 19639
1421, 4900 17271 10459   466 21552   942  4372  6719 25215  8445
1422, 1092  9747  9484 13954 21028  3037 14723 14799  8049 18081
1423,20161  7494 19089  6397 20146 19709 12409 24075  6076 16630
1424,24075  9438 18293 12923 10786 12061 10269 25463 14595 25260
1425,22964 13459  7494  8665 18964  3345 21269 15160 23845 21433
1426,19089 12409 18984 16630 20146  3570  7494 23481 19480 19709
1427,19665 25453 13472  4500  7607  9286   653  9247 21255  5036
1428, 6708 19437  8860 19641 13503 17709  4366  2740 13065 22801
1429,13226 23651  4194 23468 17401 19340 20398 23312 16793 17013
1430,17586  4218 12459  9741 10747 17558  1095 25192  8537  8432
1431,19970 19874  4502 18419 22181  5907 11253 15363 14684  1714
1432,21344  9633  6893 14849  9663 14132 15579 21547  9941 15876
1433,11362 18808  9048 15234 12552 16394  8249 20074  8913 12406
1434,24138  8506 21373 13149 19150  1335 23032 18987 10930  5944
1435,23154  6734 23141 25407    20  9555 23133  2551 10594 11431
1436,19346 16188 20146 12409    21  2665 15374 15535 21037 23320
1437,12818 25407  2426 23154 12744 17836  6878 13345 17156  1583
1438,21677   304  6226 19007  4502  1144  6369  5446 25526 18852
1439,25912 17546   481 10994  5942 20581 19415  5187 12810 23019
1440,24075 22554  9438 18293  8538 12923 25260 10786 12061 10269
1441,24546 19061  8593  9526  6235  5447   229 15460 21505 14506
1442,19874 14684  4502 18419 11737 15363 11832 10418 21812 11475
1443,10269 25675  9438 22121 12061  9851 22554 10786  5942 17339
1444,20308 21292 22319 14163 24355 15848 14684  2952 18531 18024
1445, 4588 20844  6088  5429 10653 10162  4390 12254 19749  8975
1446,14354  8896  5295 19158 16712 18499 18065  8529  8331 19677
1447,12061 14483  2702  1516 16503 18293  9947 10248   773  5119
1448, 7995 22098  3013  8826  7742 14383  6734 10586 16420  1307
1449,10269  9438 25675  8544 12061 20496 10786 21552  5942 15887
1450, 4326 22026  7839 18419 21624 20308  8732 23563 24309  7680
1451,24851 18849 14831 14521  1700 16124 17349 18852  4346  5462
1452,12341 18190  4620  5717  7274  8285 15145  9284  2432 23536
1453, 2641   878  5717   562 10887  6088  3835  9282 22300  4620
1454,12732  3036 23435  2889 16573 22273 11367 25729  4330 19903
1455,10162 13226  4588 25407 23468 15402  2001  9054 20688 23338
1456,19089 20146 12409 16630 19480  7836  2210 21260 18984 23600
1457, 1185 16502  7598 25924 16218 15207 18523 25479 10796 23875
1458, 1542  4390 19934  6446 19852  4871 19033  4351 17104   679
1459,13541  5717  6088 23536  2333 18190 24756 13030 11792 12341
1460,10269 12061 25675  9438 10786  9851  5942 23799 16083 18293
1461,11533 15169 17317  2907 11535 21544 23312 20443 18738  4194
1462, 8826 13443 11189  8633  7973  6572 12489 20233 17520 16758
1463,22554 24075  7728 25242  9438 12719  1635 18293 10786 12923
1464,23244  7251  5744 12409 16948   753  3053  6827 12920 23693
1465,21552 24621 14023 20496 11384 24410 17739 11452  7639  5717
1466,25407  9446 15691  6734  5044  1583  2426 23141  9555 22121
1467,21469  7728 22111  8990  6991 19387 18689 19325 19901 19270
1468,19999 21099  9341 22873 19526 18500 21127 14788 23309  8743
1469,25407 19875   654  3737  5952  4541  3580 15169  6212  2118
1470,24075 24044  2108 16779  4714 10072  1839  2475 19975 14169
1471, 3877   459  1258  5389 15168  4097  8210 10024 12158 23321
1472,23154 10594 25407  1243  2426  1583 15256 21920 12287 17156
1473,25703 11341 17729  5182 13170   689   567  4030  9591   628
1474,22835  2957 10847 18793  9716 25304 13834 11844 10081 15778
1475,15459  2868 13541  2333  5717 22646 15327 18190 19114  4620
1476,10419 11357  4825 23122 14965 10269 18892  8705  3573  9438
1477, 8785  8272 14963 11220 19089 25407  1542 23138 25044  4871
1478,10088 25186 10162  9369 23468 10444  3999  2010  8089  8345
1479,21611  4937 21617 13810 19748 11055     6 11791 22729 22817
1480,12030  3529  4257 18462  6932  2023 15844  6803  6587 20827
1481,21226 20997 25183 16237 25944  5153 25581  7776 16642 13532
1482,25071 24075 19564 11983  6661   357 10458 22665 25688 24949
1483,19237 24383 21754  8603 19028 22811  1364 18837  2491 13833
1484,14415  3326  5092  2381  6450 16116 23788  3561 24134 24477
1485,16875  7739 23184  2126  1906 13911 10139  1684 21510  4768
1486,12793  5444 12671 11484 17597  1317 14753 11591 11854 12297
1487,24075  9438 25675 10884  5942 24808  1373 24567 19089  3572
1488,25654 21560 20943 10009   379 23993  8640  7155 14908  3075
1489, 2133  5164  6394 13176  9422 18593 22396  4797  4483  3984
1490, 9511 15196  5150 18636 15234  3971 14554  7568 15484 20841
1491, 4020  8878  5060  4485 14253 18561   919 16901 12549   893
1492,10987 22040 21175 19298 21760 19680  7455 23359 19646  4673
1493,17478  2040 13184  8254  1258  2556 10396  9777  6536  4502
1494, 2426 10834 23154 10594 16928  1583 23141  6734  9701 17156
1495,15691 25407 10908  8097 13294 19089  2426 21123  8316 23600
1496, 7037  6278 20255 23534  7883 11072  4781 16893 14188 24070
1497,23430 13703 17371 16897  8890 20969  5808 15394  9585 24383
1498,11704  9243 16047 18517 25816  4055 17665  9445  6108  4471
1499, 4502 18419 24355 19874 16394  4257 11737 16365 20308 15124
1500,17517  7144 22075 15903 19973  4654 17315  8318   658  7268
1501,25407 23154  2426 10594 10834 10908  1583 17156  9555 15691
1502,14253  5481 21123 23109  7271 19959 18496 15144 19123 10996
1503,  666    17 25260 12349  7406  8735 17928 25130 25854 24563
1504,21062  7266  1863 11334  8560  9775 20169 19524 13428 25479
1505,  497 19426 13609  9319 15910 18793 15559 20404   459 12048
1506,13424 13231  3456 14488 20065  8558  3037 13156 14315 13789
1507, 2426 25407 23154  8097  9555 12914 17156  7727 19089 10834
1508,17681 25519 10851 10240 16237 14971 14839 10752 25944 15031
1509,22548 17409   459  3037 19426  5032  9662 12048 13424 24075
1510, 5717 11792 13541  2333 18190  2300 12341 23536 23711 19114
1511,20314 23886 20774 15954  1288   898 18596  5429 20402  2541
1512,12914 12214 10753  7583 25484  8423 16394  3630  3753   983
1513,24484  8304 15764  8064  5412 24093 24191  4668  1026 14821
1514,19089  9619  7494 12230 23600 24546 15869 24128  7442  9135
1515, 9591  1947  1863 13751 17820 25846 13449 19822 24680 17813
1516,24076 25398 25093 16024 18989  4411   615 16362 21327 23020
1517, 4238 17054  3651 12038  1740 20701 19602 16419  5650 19292
1518, 6446 25407  1685 23430 12601 16772 20999  8990 19468 10467
1519, 2729  9873  3168 21363 25096 12521  2841  8060 17078 19046
1520,24075 25407 19089 25675 15394  7727  2426 11295 20746  8894
1521,15764 24484 24093  8064 17820  8304 22706 19940  5412  3997
1522, 1515  3683 25467 16514 19383 13368 22766  6541 19529 13465
1523,11072  7639 21738 22511 20108 16550  7277   525 13229  9124
1524, 4620 12341  2090 10142  2300 23457 18872 14373 18114 13030
1525,24093 17820 15764  8064 24109  5412 18569 18122  6897 24601
1526,25407 25596 25769 19875 23154 13065  5952  8860  1085 10594
1527,10269  7363  2679 25675  9438 13257   202  2888 15576  1303
1528,23154 15691  9555  6327 10594 10834  1583  6734 23141 16906
1529,12061 16503  9851 10786 17707 24075 23711 22356  1863 16215
1530,24594 17185 25063  6520 15810 23935  6539  4341 11775  6264
1531,10269  9438 25675 11618 19308 22554  7494 23600  5942 23799
1532,25407 11533 10792 23154  3737  8860  5952  6734 12050  2426
1533, 2426 25407 17209  9322  9555 12050  4980  9733 13711 22651
1534, 5689 19653 12719 10671 25330 13125  5481   679  8826 25501
1535, 8529 18949 22746 14354 14973 18305 16443  5008  6359  2995
1536,24075 25675 10269  9851 10786 22554 13118 15564 11792 17525
1537,23154 10594 15691  9555  1583 18392 10834  8316 11340  9322
1538,12601   679 22121 25738  6446 15691  4351 19852 21042  5930
1539,  195 22554 25675  5152 14122  1307 22224 14382   561 24724
1540,25342 12158 13686  4825 11558   183 18496 15650 11357   469
1541,23568 17622  7117   896 24015   471  3686 14936 18836 20373
1542,23280 21066 25737 14557 16100  2909 18068 14727 16688  4397
1543,23538 14272 24798 16470 10756 17655 25265 14384  6446  4432
1544,25596  5952  3737 20863 25133 11533  6296 21357 25407  2426
1545, 3037  5032  7267 22385 18793  9769 15559 12048 19137  6689
1546, 2774 13707  1679 20159 18135 18173  2557 25044 23192 19585
1547, 1258 24070 19355 23847  7489  4280   890 12413 11348 24197
1548, 9438 22554 12061 18293  9851 10786 15564   561  4512 12923
1549, 2459  3561  9371 14386 23621 13631  9157  3832 19288 13693
1550,19089 24075 25675 16630  7494  4474 10269 22554 19401 18930
1551, 3835  7885  8686 11741  9282  2641 18146  8645  3668 23536
1552,22300 10979 13764  4083 19922  6781  6674 20401   275 21935
1553,21714 23621 22332  2072  8660 16567 11500 22056  7103  5945
1554,11278 20353  5756 12099  3348 18021 16065  5078 23530  7412
1555, 5952 19387  7467  8884  8410 25133  1056  1619 20974 14211
1556, 9591  1947 22845 13751  1863 18122  4979 17668 15881  7037
1557,22121  1436 14877 18317 15691 22445   681 22736 20146  3812
1558, 1454   892  9307 19733 11181 23844 13203 21675 25741  5815
1559,22198 19498  9041 15903  7455 18119 21161 22731  8224 19298
1560,  281 12476 24098 21524 19961  2533  2278 20898 16902  9515
1561, 4553 11406  1997 20400 23237  8331  7273 12233  2308 21955
1562,20308 14684 23865  3804 19874 10073 24197 18612 13628 23034
1563,18994 14491   902  3135 22204  4825  3913  2938 25738 25726
1564,11354 21395 21161 11197  6047 21712 17397  1915  5495 10524
1565,13837 24503 19704  6108  5717  1611  4052   713 22212  9023
1566, 4341 10175 25063 18218 24586  9614 15052 16968 15522  3090
1567,  484  2001 17013 11121  6125 10162 20688 20944 23468 11585
1568,25407  2426  6878 17209 10834 18392 10594 19089  9733 10908
1569, 7884 17990 13925  7656  9509  2756  5800 17216 18511  2006
1570,24075 25675  2841 10269 19308  1373 16852 21363 13240 16295
1571, 4502 13552 14684  7585 18419  4209  4913 20308 24985 11072
1572,15583  3942 15764 18326 24484 13836 24093 18122  9851  1797
1573,15301 25424 11562 22941 14565 17654  5882 25663 22500  6191
1574,14436 19471 22799 20596  2953 20822  8019 21617 24640 23579
1575,10269 13231 25675  9438   557 13424 21321    82  5982  8300
1576, 2426  6327 15691  9555 23154 10834 23141 10594  6734  1583
1577,25675 22554 10269  9438 12719   195 12061   561 10216  9851
1578, 9607 21042 18924 17427 12214 19655  3913 23917 12165 25133
1579,22468 20930  1480  3835 22535  1355  5878 13408 18299 20560
1580,20162 13790 24785   875  3895 13763  8936 10747  1906  5244
1581,18190 13541 23536 15327 15459 24075  9284 12341 11792 21854
1582,12538  2678 15954  9453 23841  9515  1307 15891 21446 24886
1583, 5478 22407 10706  9213   546 20686  7886 10365   104 19724
1584,16781 24423 12142  8920 21464  7568 22647  9591 16961   201
1585,21061  3744 16577  1064 25407 23154 18388  5469 14141 24264
1586,24173 12876 16962  3418 11504  6279  6221 21035 20662 12244
1587,25539 22261  8424  3251 10904  2541 19790 25347  9060  1153
1588,17133 24355 23741 21470 21827  6500 18262  9604  1258 10538
1589, 9063  7663  1702  1205 25185 10159 17908 23324  2840  3722
1590,12818 19089 16630 18930 12409  5522 23600 20146 11091  7494
1591,23154  6734  9555  1583 15691 18392 22848 10908  7991 22651
1592,24075 25675 10269 22554 12061 24894  9851 13118 10786  8538
1593,15184  9936 11614 16786 20075 11068 10123 15740  4760  8769
1594,14413 22817  7839 24546  8593  5076 25839 11055 18343 19061
1595, 7728 19992  1329 23141 19166  2653 10838 23309 12719 15271
1596, 1056 10792 12050  6734 25898 23154  4980  5108 22651 17209
1597, 7810  5516  6235  1485  9620  9526 11339 20211  4317  4257
1598,21761 12670 25250 17681 20348 19068 13217  6861 23920 10752
1599, 3934 15006 20518 23031  2109  6673 25740 14173 19658 17388
1600,10269 25675  9851  9438 10786 11072  8704 22554  5942 25709
1601, 7424  8100 20613 23997 16222  8079  9403 11862  3624  4384
1602, 4620 11792  2868 15459  6088 23457  9218  3983 22646  9315
1603, 1968 20844 20325  9725 15474 11344  9257 23657 13776 15647
1604,13625  2278  1683 11840 16327 10443 10604 21024 22882 24875
1605, 2388 24827 24632   499 12091 18367 24120  8651 15903 12214
1606, 9851 24075 10786 23711 25675 10269 16503 14462 23666  4560
1607, 8990  2426 15691  1583  9555 23141  4909 10834 17229 23154
1608,19089  7494 23600 20095 19709  2665 16630 20146  3165 19480
1609, 1573  5966 13868  2352 14564 17972 20143 20087 25138 12844
1610,11423 24075  3607 23495  9438 21057  4449 11819 24861  2196
1611,18494  8295  1547 25741 17586 21139 16266 12454 19518 14998
1612, 8620 13935 22375  9051  2132 11620 13502  6756 14161 12656
1613,17332  4228 21374 23434  2221 24134 24228  1289 19629  6770
1614,21611  2465  5076  9438 21505 17915  4937 25675 18214  9463
1615, 7965 18859 12227  3572 24475 14354 23060  8529  2572 18499
1616, 5717  4620 18190 13541 23536 13837 14220  2868 23127 23711
1617,10298 25485 19480  2720  6198  8538 10033  7240  9424 11366
1618,18540  8968 25798  1738 14444  1410  8851  5840  5923  6943
1619,25407  7727 23154  9555 10594  2426 12818  1583 16928 18392
1620, 5717 20726 10450  4620 18528  6088  2333 12341 15459 23711
1621,20148 20496 21552   477  9243 15830  1611 14012 21653 14023
1622,25557 22191 19624 14333   607  4541  9957 11320 18365  8137
1623, 9591  8560  1863  1182  2642  9018  5695 13628 18122 10775
1624, 9438 10269 25675 19089  1628 17723 12119  7117 18980 10784
1625, 9934  1920  6380 12906 23951  4502 12158 24567  1302  8826
1626, 5259  7691 12407  7196  1077 13177  6857 15803  2873  7779
1627,23670 11812 12914  6721 19727 12162 23763 16587 12214 19618
1628,24760  4042 18805  2327 19681  1766 22992 17568 10028  8557
1629, 9438 25675  2274 19089 18570 12061  5942  8985  3168  6872
1630,25749  9243 22872  6467 20002 20000 19781  1446 11521 22588
1631,25596  6708   654 19875  3737 22801  1085 20330 15169  3580
1632,13340  6433 22757  5967  3790  6111  7797 20877 13758  2318
